timestamp,furnace_id,shift,crew,operating_mode,event_label,sensor_quality_flag,ore_fe_pct,sinter_pct,pellet_pct,lump_ore_pct,coke_ash_pct,coke_csr_pct,coke_moisture_pct,coke_m10_pct,burden_basicity_target,burden_distribution_mode,stockline_left_m,stockline_right_m,burden_descent_rate_m_h,wind_volume_nm3_min,hot_blast_temp_c,blast_pressure_kpa,oxygen_enrichment_pct,blast_humidity_g_nm3,top_pressure_kpa,pci_rate_kg_thm,coke_rate_kg_thm,total_fuel_rate_kg_thm,fuel_rate_target_kg_thm,top_gas_co_pct,top_gas_co2_pct,top_gas_h2_pct,top_gas_n2_pct,gas_utilization_pct,top_gas_temp_c,pressure_drop_kpa,permeability_index,raceway_adiabatic_flame_temp_c,tuyere_temp_avg_c,active_tuyere_count,tuyere_blockage_count,stave_temp_upper_c,stave_temp_middle_c,stave_temp_lower_c,hearth_sidewall_temp_c,hearth_liquid_level_index,hot_metal_temp_c,hot_metal_si_pct,hot_metal_s_pct,slag_basicity,slag_volume_kg_thm,production_tph,thermal_state_index,thermal_risk_score,permeability_risk_score,quality_risk_score,predicted_si_4h_pct,predicted_hot_metal_temp_4h_c,operator_decision_required,recommended_action_category,rec_wind_volume_delta_nm3_min,rec_pci_delta_kg_thm,rec_coke_rate_delta_kg_thm,rec_oxygen_enrichment_delta_pct,rec_blast_temp_delta_c,rec_top_pressure_delta_kpa,rec_burden_distribution_change,rec_tapping_priority,operator_action_taken,operator_notes
2026-01-01 10:00:00,BF-01,A,Crew Alpha,Normal,normal,Good,62.02,69.4,23.9,6.7,11.25,66.2,4.82,6.82,1.17,normal,1.92,1.91,5.25,4461.0,1174.0,284.0,3.92,18.3,202.4,170.5,361.2,531.7,525,22.75,19.56,4.4,47.57,46.5,152.1,145.7,104.3,2109.0,1749.0,34,0,88.0,96.5,102.5,250.7,50.8,1482.4,0.435,0.035,1.19,291.7,346.3,-0.45,8.9,0,11.3,0.431,1480.5,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-01 11:00:00,BF-01,A,Crew Alpha,Normal,normal,Good,62.27,70.4,23.6,6.1,11.04,65.2,4.7,6.57,1.18,normal,1.77,1.87,5.08,4465.0,1176.0,282.6,3.9,17.5,201.6,169.3,363.9,533.3,525,22.8,20.31,4.1,46.19,48.4,151.8,137.5,111.0,2117.0,1752.0,34,0,87.9,104.7,105.3,255.1,53.6,1484.0,0.441,0.036,1.19,281.4,356.0,-0.34,8.8,0,8.9,0.419,1478.3,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-01 12:00:00,BF-01,A,Crew Alpha,Normal,normal,Good,61.59,68.9,23.8,7.3,11.27,65.7,4.4,6.55,1.17,normal,1.9,1.84,5.26,4435.0,1176.0,282.4,3.97,18.3,206.9,171.4,362.4,533.8,525,22.77,20.46,4.46,45.73,49.3,156.9,139.6,109.6,2115.0,1761.0,34,0,87.0,100.5,114.9,259.1,40.6,1489.4,0.425,0.034,1.21,302.2,342.4,-0.37,13.2,0,9.4,0.374,1484.6,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-01 13:00:00,BF-01,A,Crew Alpha,Normal,normal,Good,62.14,69.4,23.7,6.8,11.23,65.3,4.52,6.93,1.18,normal,1.86,1.84,5.28,4408.0,1173.0,286.3,4.03,18.7,205.8,168.3,362.8,531.1,525,22.53,19.99,4.51,47.15,49.5,140.9,131.4,112.4,2119.0,1755.0,33,0,78.5,95.5,100.9,257.0,36.2,1482.7,0.398,0.037,1.22,283.9,345.0,-0.68,20.6,0,12.6,0.3,1470.9,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-01 14:00:00,BF-01,B,Crew Beta,Normal,normal,Good,61.92,68.0,23.4,8.6,11.29,65.5,4.24,7.08,1.17,normal,1.8,1.89,5.39,4413.0,1173.0,284.9,4.05,18.3,206.1,168.7,361.2,529.9,525,23.83,20.15,4.35,45.04,46.5,145.7,131.6,109.2,2123.0,1744.0,34,0,81.4,90.6,108.7,254.8,35.4,1482.9,0.399,0.034,1.17,284.7,355.6,-0.74,23.9,0,12.6,0.327,1477.5,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-01 15:00:00,BF-01,B,Crew Beta,Normal,normal,Good,61.75,68.8,23.7,7.5,11.36,66.1,4.25,6.81,1.17,normal,1.89,1.91,5.2,4432.0,1177.0,286.0,4.08,16.9,204.4,165.3,364.5,529.8,525,23.07,20.29,4.45,45.62,49.4,134.3,121.6,123.4,2136.0,1735.0,34,0,79.0,90.0,105.7,252.5,44.9,1479.6,0.402,0.041,1.12,301.1,344.0,-0.51,17.5,0,14.6,0.267,1460.3,No,Cold furnace correction,-50,-5,6,0.15,10,0,Increase central gas flow support,Normal,Maintain,Thermal state trending cold; increase heat input and avoid excessive cooling.
2026-01-01 16:00:00,BF-01,B,Crew Beta,Normal,normal,Good,61.75,68.9,23.4,7.8,11.3,65.6,4.29,6.84,1.21,center_coke_plus,1.93,1.86,5.35,4431.0,1174.0,281.2,4.03,17.3,201.0,160.9,365.3,526.2,525,22.0,20.4,4.43,46.88,51.3,133.2,108.9,136.5,2114.0,1775.0,34,0,70.5,90.9,90.1,265.6,30.0,1477.7,0.426,0.031,1.19,295.8,351.4,-0.4,9.1,0,9.9,0.403,1469.9,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-01 17:00:00,BF-01,B,Crew Beta,Normal,normal,Good,61.7,68.0,22.8,9.2,11.3,66.2,4.56,6.86,1.17,normal,1.78,1.83,5.44,4446.0,1175.0,279.7,4.0,17.0,205.9,163.6,362.0,525.7,525,22.47,21.83,4.27,45.91,52.8,141.0,116.3,132.0,2120.0,1760.0,34,0,76.5,91.9,88.3,251.0,33.8,1482.3,0.427,0.039,1.15,291.6,348.8,-0.51,16.1,0,10.1,0.397,1469.0,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-01 18:00:00,BF-01,B,Crew Beta,Normal,normal,Good,61.79,68.7,23.8,7.5,11.12,66.4,4.27,6.59,1.2,normal,1.85,1.85,5.3,4432.0,1170.0,279.2,3.92,16.1,201.1,159.6,360.0,519.6,525,22.21,21.16,4.1,46.76,51.6,145.6,114.8,140.0,2132.0,1764.0,34,0,80.4,82.1,94.1,249.4,35.9,1478.7,0.421,0.036,1.21,288.1,360.8,-0.52,17.1,0,5.4,0.396,1464.0,No,Cold furnace correction,-50,-5,6,0.15,10,0,Increase central gas flow support,Normal,Maintain,Thermal state trending cold; increase heat input and avoid excessive cooling.
2026-01-01 19:00:00,BF-01,B,Crew Beta,Reduced wind,normal,Good,61.84,68.3,22.7,9.0,11.03,66.4,4.56,6.81,1.18,normal,1.82,1.88,5.75,4391.0,1173.0,281.3,3.94,16.3,200.1,157.3,360.1,517.4,525,22.1,21.94,4.61,45.65,54.5,143.9,105,145,2123.0,1752.0,34,0,78.8,81.9,87.8,261.7,28.5,1481.4,0.435,0.034,1.16,294.6,359.9,-0.26,7.4,0,11.1,0.315,1465.9,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-01 20:00:00,BF-01,B,Crew Beta,Normal,normal,Good,61.72,69.7,23.1,7.2,11.01,67.6,4.66,6.81,1.19,normal,1.9,1.88,5.35,4422.0,1175.0,280.6,3.97,17.4,203.4,159.3,360.5,519.7,525,22.15,21.82,4.21,45.33,53.2,145.5,105,145,2123.0,1776.0,34,0,82.0,89.4,94.2,258.7,37.3,1483.4,0.461,0.03,1.21,294.1,355.2,0.06,1.6,0,2.5,0.405,1474.5,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-01 21:00:00,BF-01,B,Crew Beta,Reduced wind,normal,Good,61.58,69.5,23.7,6.8,11.23,65.7,4.54,6.74,1.2,normal,1.9,1.8,5.69,4392.0,1174.0,277.4,3.96,16.5,204.3,167.3,358.3,525.6,525,22.67,20.48,4.16,46.68,49.6,138.2,105,143.9,2128.0,1779.0,34,0,78.1,88.2,94.0,258.3,35.5,1483.4,0.473,0.038,1.21,280.9,347.5,-0.31,9.0,0,6.1,0.396,1478.0,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-01 22:00:00,BF-01,C,Crew Gamma,Reduced wind,normal,Good,61.84,70.3,23.7,6,11.46,66.1,4.72,6.93,1.17,normal,1.8,1.86,5.5,4360.0,1176.0,281.4,3.85,17.1,201.9,165.1,361.3,526.4,525,22.98,20.82,4.24,45.95,50.6,127.6,111.2,145,2109.0,1769.0,34,0,77.3,82.6,88.3,253.9,28.2,1484.5,0.45,0.04,1.17,282.3,352.0,-0.38,13.9,0,10.1,0.377,1468.0,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-01 23:00:00,BF-01,C,Crew Gamma,Reduced wind,normal,Good,62.13,70.1,23.3,6.6,11.47,64.7,4.63,7.04,1.18,normal,1.83,1.9,5.49,4377.0,1176.0,278.4,3.87,18.6,207.2,165.2,361.6,526.8,525,21.77,21.19,4.53,46.9,52.1,121.0,105,145,2131.0,1775.0,34,0,72.7,79.8,85.8,250.8,32.1,1484.1,0.433,0.041,1.15,282.4,353.0,-0.46,15.3,0,8.3,0.338,1467.1,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-02 00:00:00,BF-01,C,Crew Gamma,Reduced wind,normal,Good,61.91,69.6,22.4,8.0,11.18,65.2,4.93,6.99,1.15,normal,1.76,1.89,5.46,4385.0,1175.0,275.0,3.82,18.1,203.7,166.7,358.9,525.6,525,23.56,19.36,4.0,46.64,48.6,123.6,107.6,144.5,2114.0,1769.0,34,0,74.3,84.2,90.7,254.5,26.3,1483.5,0.438,0.037,1.2,297.2,354.9,-0.72,21.9,0,9.0,0.306,1464.0,No,Cold furnace correction,-50,-5,6,0.15,10,0,Increase central gas flow support,Normal,Maintain,Thermal state trending cold; increase heat input and avoid excessive cooling.
2026-01-02 01:00:00,BF-01,C,Crew Gamma,Reduced wind,normal,Good,61.9,69.7,23.7,6.6,11.23,66.7,4.46,6.73,1.16,normal,1.82,1.9,5.58,4385.0,1176.0,279.1,3.95,18.3,207.0,167.5,359.7,527.1,525,23.14,21.27,4.25,44.85,50.3,141.6,110.8,143.5,2111.0,1781.0,34,0,70.6,92.8,85,249.4,25,1479.8,0.425,0.038,1.17,276.2,348.1,-0.55,14.3,0,7.4,0.313,1463.9,No,Cold furnace correction,-50,-5,6,0.15,10,0,Increase central gas flow support,Normal,Maintain,Thermal state trending cold; increase heat input and avoid excessive cooling.
2026-01-02 02:00:00,BF-01,C,Crew Gamma,Reduced wind,normal,Good,62.2,69.4,23.5,7.1,11.3,67.5,4.82,7.15,1.2,normal,1.89,1.81,5.77,4389.0,1178.0,280.7,4.02,19.4,206.8,166.9,357.9,524.8,525,23.43,20.71,4.01,46.0,49.5,139.6,105,145,2116.0,1764.0,34,0,75.6,92.4,85,261.0,25,1484.9,0.444,0.035,1.19,298.7,342.0,-0.34,10.7,0,5.1,0.396,1475.2,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-02 03:00:00,BF-01,C,Crew Gamma,Reduced wind,normal,Good,62.1,69.2,23.5,7.2,11.06,66.4,4.52,6.24,1.19,normal,1.91,1.87,5.54,4372.0,1176.0,278.4,4.03,19.7,205.0,167.7,358.5,526.3,525,21.86,21.48,4.38,46.35,51.6,130.4,106.2,144.6,2123.0,1786.0,34,0,79.9,84.1,88.6,270.3,25.0,1484.1,0.439,0.034,1.19,295.1,355.4,-0.34,12.8,0,6.8,0.421,1478.5,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-02 04:00:00,BF-01,C,Crew Gamma,Reduced wind,normal,Good,61.79,70.3,23.5,6.2,11.39,65.8,4.51,6.89,1.18,normal,1.85,1.83,5.38,4312.0,1172.0,279.3,4.01,19.8,205.7,167.3,356.7,524.0,525,23.19,20.61,4.04,45.56,51.0,122.2,105,145,2100.0,1765.0,34,0,77.7,76.7,85,247.7,31.3,1482.5,0.434,0.033,1.18,294.2,348.9,-0.52,18.9,0,8.4,0.391,1467.6,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-02 05:00:00,BF-01,C,Crew Gamma,Reduced wind,normal,Good,62.13,69.3,23.8,6.9,11.32,67.1,4.34,6.99,1.17,normal,1.82,1.9,5.35,4288.0,1173.0,273.0,3.98,20.3,201.2,167.4,358.8,526.2,525,23.05,20.56,4.22,45.76,49.9,127.7,105,145,2111.0,1775.0,34,0,69.2,97.4,85.4,274.1,33.7,1482.5,0.427,0.034,1.18,279.8,349.7,-0.41,14.0,0,8.0,0.37,1469.5,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-02 06:00:00,BF-01,A,Crew Alpha,Reduced wind,normal,Good,61.84,68.2,22.9,9.0,11.42,65.0,4.46,6.51,1.19,normal,1.79,1.93,5.34,4313.0,1171.0,274.0,3.98,19.6,204.3,170.4,356.8,527.2,525,22.47,21.2,4.73,45.41,50.4,140.7,106.0,145,2123.0,1779.0,34,0,75.4,86.6,93.7,259.0,38.4,1479.6,0.419,0.029,1.16,281.4,346.6,-0.5,17.4,0,12.2,0.347,1464.2,No,Cold furnace correction,-50,-5,6,0.15,10,0,Increase central gas flow support,Normal,Maintain,Thermal state trending cold; increase heat input and avoid excessive cooling.
2026-01-02 07:00:00,BF-01,A,Crew Alpha,Reduced wind,normal,Good,62.16,70.3,24.2,6,11.2,64.5,4.53,6.84,1.17,normal,1.87,1.86,5.42,4299.0,1175.0,271.9,3.94,19.3,202.0,168.0,356.1,524.1,525,22.74,20.82,4.45,46.25,50.1,131.2,105,145,2102.0,1787.0,34,0,77.5,77.7,85,247.5,31.9,1480.0,0.398,0.034,1.2,306.6,351.2,-0.66,26.6,0,10.7,0.33,1458.6,No,Cold furnace correction,-50,-5,6,0.15,10,0,Increase central gas flow support,Normal,Maintain,Thermal state trending cold; increase heat input and avoid excessive cooling.
2026-01-02 08:00:00,BF-01,A,Crew Alpha,Reduced wind,normal,Good,61.85,68.9,22.8,8.3,11.33,64.7,4.6,6.65,1.22,normal,1.91,1.84,5.64,4310.0,1178.0,274.8,3.96,19.0,206.0,164.0,355.8,519.8,525,22.09,20.59,4.72,46.9,50.2,113.0,105,145,2112.0,1777.0,34,0,75.4,82.7,85,258.1,25.6,1477.7,0.399,0.034,1.2,300.6,345.7,-0.7,29.2,0,13.3,0.289,1461.3,No,Cold furnace correction,-50,-5,6,0.15,10,0,Increase central gas flow support,Normal,Maintain,Thermal state trending cold; increase heat input and avoid excessive cooling.
2026-01-02 09:00:00,BF-01,A,Crew Alpha,Reduced wind,normal,Good,62.0,70.3,22.4,7.4,11.21,65.4,4.37,6.33,1.17,normal,1.8,1.94,5.31,4334.0,1175.0,274.8,3.91,19.4,206.9,161.0,356.0,517.0,525,21.94,21.33,4.62,46.44,52.0,129.6,106.8,145,2116.0,1761.0,34,0,76.7,78.6,85,254.7,32.8,1478.6,0.397,0.038,1.14,293.0,345.9,-0.55,18.9,0,12.7,0.361,1463.3,No,Cold furnace correction,-50,-5,6,0.15,10,0,Increase central gas flow support,Normal,Maintain,Thermal state trending cold; increase heat input and avoid excessive cooling.
2026-01-02 10:00:00,BF-01,A,Crew Alpha,Reduced wind,normal,Good,61.94,71.5,22.9,6,11.4,67.2,4.56,6.92,1.16,normal,1.86,1.78,5.4,4356.0,1175.0,272.7,3.89,18.7,201.8,161.5,359.4,520.9,525,21.61,20.86,4.47,47.51,52.4,136.8,105,145,2122.0,1768.0,34,0,74.2,76.0,86.7,239.8,34.6,1475.7,0.402,0.037,1.16,298.8,347.8,-0.66,20.0,0,14.1,0.335,1457.2,No,Cold furnace correction,-50,-5,6,0.15,10,0,Increase central gas flow support,Normal,Maintain,Thermal state trending cold; increase heat input and avoid excessive cooling.
2026-01-02 11:00:00,BF-01,A,Crew Alpha,Reduced wind,normal,Missing_single_tag,61.95,69.8,23.4,6.8,11.43,66.4,5.26,6.74,1.19,normal,1.74,1.82,5.25,4351.0,1176.0,280.1,3.99,19.1,203.1,159.2,356.7,515.9,525,20.86,22.19,4.28,46.73,53.5,124.1,105,145,2113.0,1772.0,34,0,77.7,87.4,94.0,250.5,34.2,1478.5,0.396,0.035,1.18,283.7,349.4,-0.59,20.0,0,15.3,0.35,1468.3,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-02 12:00:00,BF-01,A,Crew Alpha,Reduced wind,normal,Good,62.19,69.5,23.8,6.7,11.64,65.4,4.92,6.89,1.18,normal,1.92,1.78,5.62,4320.0,1179.0,272.2,3.95,18.6,209.6,158.2,360.8,519.0,525,22.22,20.49,4.75,45.73,52.4,130.9,107.8,145,2137.0,1793.0,34,0,83.5,83.9,85,260.0,36.5,1478.9,0.415,0.039,1.19,302.0,349.0,-0.31,12.7,0,8.0,0.32,1463.3,No,Cold furnace correction,-50,-5,6,0.15,10,0,Increase central gas flow support,Normal,Maintain,Thermal state trending cold; increase heat input and avoid excessive cooling.
2026-01-02 13:00:00,BF-01,A,Crew Alpha,Reduced wind,normal,Good,62.27,70.8,23.5,6,11.29,65.7,4.77,6.79,1.19,normal,1.91,1.88,5.34,4336.0,1176.0,275.7,3.94,17.9,201.8,157.5,360.7,518.2,525,21.8,21.01,4.13,47.39,53.7,131.0,105.7,145,2116.0,1773.0,34,0,83.3,92.3,86.2,257.7,29.1,1481.3,0.417,0.034,1.19,296.8,350.2,-0.19,0.6,0,12.4,0.365,1468.4,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-02 14:00:00,BF-01,B,Crew Beta,Reduced wind,normal,Good,62.14,70.8,23.1,6.1,11.19,66.3,4.92,7.05,1.19,normal,1.77,1.85,5.54,4313.0,1171.0,275.5,3.94,17.1,206.1,158.5,360.1,518.5,525,22.53,20.86,4.15,45.47,50.9,137.4,105,145,2123.0,1775.0,34,0,79.6,76.2,98.5,258.9,25,1485.9,0.412,0.039,1.21,285.6,346.5,-0.27,5.6,0,11.1,0.349,1476.7,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-02 15:00:00,BF-01,B,Crew Beta,Reduced wind,normal,Good,62.2,70.4,23.1,6.6,11.0,64.4,4.51,6.8,1.19,normal,1.81,1.82,5.14,4343.0,1166.0,276.2,4.0,16.9,207.1,156.7,362.8,519.6,525,22.07,22.24,4.15,44.93,53.3,134.3,105,145,2127.0,1797.0,34,0,76.0,85.2,94.8,252.4,31.5,1489.2,0.425,0.031,1.19,292.2,348.8,-0.21,5.5,0,11.1,0.424,1474.9,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-02 16:00:00,BF-01,B,Crew Beta,Reduced wind,normal,Good,62.3,69.9,23.4,6.7,11.05,65.6,4.67,6.5,1.2,normal,1.88,1.97,5.29,4353.0,1170.0,274.6,3.91,17.4,203.4,154.8,361.9,516.7,525,22.42,22.05,4.58,45.33,53.8,131.4,105,145,2120.0,1794.0,34,0,81.7,83.8,92.7,253.0,29.9,1489.0,0.449,0.032,1.2,288.1,360.3,-0.13,1.7,0,13.1,0.387,1479.2,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
2026-01-02 17:00:00,BF-01,B,Crew Beta,Reduced wind,normal,Good,61.89,71.0,23.1,6,11.31,64.9,4.58,7.37,1.2,normal,1.77,1.91,5.57,4376.0,1168.0,281.5,3.95,16.7,204.3,149.6,360.5,510.0,525,22.0,21.6,3.95,45.71,53.5,145.2,105,145,2123.0,1774.0,34,0,86.2,85.3,89.4,264.2,37.0,1489.1,0.46,0.032,1.23,286.1,351.1,-0.06,1.2,0,7.4,0.458,1477.2,No,Maintain,0,0,0,0.0,0,0,None,Normal,Maintain,Stable operation; monitor normal trend.
